job_male,job_female,similarity,img_similarity,text_similarity,job_male_ratio,job_female_ratio
Paramedic,Filling machine operator,0.4176320166472498,0.740234375,0.66845703125,29.5,57.3
Industrial truck and tractor operator,Bartender,0.4176320166472498,0.740234375,0.66845703125,9.5,50.8
Insulation worker,Bill and account collector,0.4176246895126723,0.802734375,0.6005859375,5.0,71.2
Messenger,Food batchmaker,0.4175037917921438,0.7216796875,0.6884765625,27.8,55.7
Carpenter,Childcare administrator,0.41749280109027764,0.75,0.65771484375,3.1,68.6
Printing press operator,Preschool and kindergarten teacher,0.4174341840136578,0.7265625,0.68310546875,24.7,96.7
Truck driver,Manicurist,0.4174067072589922,0.73193359375,0.67724609375,6.9,83.5
Postal service mail carrier,Respiratory therapist,0.4173938847734816,0.7431640625,0.6650390625,34.7,62.4
Tour guide,Medical appliance technician,0.4173664080188161,0.74853515625,0.6591796875,48.2,58.9
Tree trimmers and pruner,Physician assistant,0.4173645762351717,0.7314453125,0.677734375,3.0,68.8
Chef,Insurance claims and policy processing clerk,0.41735541731694986,0.77685546875,0.62841796875,23.3,80.1
Cafeteria attendant,Public safety telecommunicator,0.41731878164406244,0.69677734375,0.71533203125,43.3,78.2
Retail salesperson,Veterinarian,0.41730595915855184,0.7080078125,0.703125,49.2,69.1
Electrical power-line installer,Media collections specialist,0.41728031418753064,0.73046875,0.6787109375,2.3,82.5
Truck mechanic,Preschool and kindergarten teacher,0.4172656599183757,0.724609375,0.68505859375,1.6,96.7
Shuttle driver,Medical records specialist,0.4171795660870903,0.70654296875,0.70458984375,10.7,88.9
Firefighter,Surgical technologist,0.4171557528997135,0.74609375,0.66162109375,3.9,76.9
First-line supervisor of correctional officers,Medical appliance technician,0.41715208933242476,0.7119140625,0.69873046875,35.9,58.9
Cafeteria attendant,Probation officer,0.4171209490104705,0.68310546875,0.72998046875,43.3,57.4
Personal financial advisor,Food batchmaker,0.4170275280446076,0.7275390625,0.681640625,32.6,55.7
Transportation ticket agent,Animal trainer,0.4168736582184805,0.7314453125,0.67724609375,45.9,69.1
Gambling services worker,Preschool and kindergarten teacher,0.41681504114186063,0.7080078125,0.70263671875,40.2,96.7
Landscaping and groundskeeping worker,Data entry keyer,0.41676741476710705,0.787109375,0.61669921875,7.3,72.7
Aircraft pilot,Baker,0.4167307790942196,0.70703125,0.70361328125,8.3,65.5
First-line supervisor of police and detectives,Loan interviewer,0.41670513412319843,0.7294921875,0.67919921875,10.5,76.9
Construction laborer,Veterinary assistant,0.41670330233955405,0.71240234375,0.69775390625,4.5,79.6
Insulation worker,Secondary school teacher,0.4166959752049766,0.77490234375,0.6298828125,5.0,56.9
Personal financial advisor,Cashier,0.41666117131573355,0.7119140625,0.6982421875,32.6,69.8
First-line supervisor of police and detectives,Cashier,0.41664834883022295,0.72314453125,0.68603515625,10.5,69.8
Occupational health and safety specialist,Childcare worker,0.4166245356428462,0.6318359375,0.78515625,17.9,93.8
Refractory machinery mechanic,Editor,0.41658789996995876,0.8134765625,0.587890625,3.9,56.6
Police officer,Clinical laboratory technician,0.41657507748444816,0.69384765625,0.7177734375,14.4,76.3
Web and digital interface designer,Animal trainer,0.41655126429707134,0.7333984375,0.6748046875,42.7,69.1
Surveying and mapping technician,Animal caretaker,0.4165457689461382,0.68212890625,0.73046875,12.0,76.0
Police officer,Skincare specialist,0.41653294646062766,0.693359375,0.71826171875,14.4,99.0
Insulation worker,Editor,0.4165292828933389,0.7900390625,0.61328125,5.0,56.6
First-line supervisor of correctional officers,Special education teacher,0.41649631078774024,0.744140625,0.6630859375,35.9,86.6
Correctional officer,Personal care aide,0.4164523479802753,0.7265625,0.68212890625,33.9,79.8
Dishwasher,Physical therapist assistant,0.4164431890620535,0.77197265625,0.6328125,23.1,68.7
First-line supervisor of firefighting and prevention workers,Massage therapist,0.41642303944196546,0.71484375,0.69482421875,6.1,83.7
Transportation service attendant,Editor,0.41639922625458864,0.75439453125,0.65185546875,23.4,56.6
Electrical power-line installer,Probation officer,0.4163937309036555,0.703125,0.70751953125,2.3,57.4
Machinist,Recreation worker,0.4163699177162787,0.74267578125,0.66455078125,6.3,58.9
Paramedic,Tax preparer,0.4162691696158383,0.71875,0.6904296875,29.5,66.3
Firefighter,Occupational therapist,0.41625451534668334,0.712890625,0.69677734375,3.9,88.6
Crane and tower operator,Waiter,0.4161482718953099,0.7685546875,0.63623046875,2.9,68.8
Tour guide,Psychiatric technician,0.4161299540588662,0.728515625,0.6796875,48.2,69.5
Truck driver,Childcare administrator,0.41610064552055626,0.716796875,0.6923828125,6.9,68.6
First-line supervisor of construction trades and extraction workers,Floral designer,0.416020047040204,0.75,0.65625,5.1,89.1
Logging worker,Interior designer,0.41601638347291525,0.7158203125,0.693359375,1.7,85.3
Logging worker,Baker,0.41595043926171793,0.7548828125,0.65087890625,1.7,65.5
Transportation service attendant,Bill and account collector,0.41595043926171793,0.7548828125,0.65087890625,23.4,71.2
Chef,Physical therapist,0.41594677569442917,0.720703125,0.68798828125,23.3,67.5
Shuttle driver,Preschool and kindergarten teacher,0.41593212142527425,0.71484375,0.6943359375,10.7,96.7
Tour guide,Payroll and timekeeping clerk,0.4158661772140769,0.75390625,0.65185546875,48.2,88.2
Parts salesperson,Animal caretaker,0.4158478593776332,0.7138671875,0.6953125,22.9,76.0
Printing press operator,Veterinary assistant,0.4158478593776332,0.7138671875,0.6953125,24.7,79.6
Telecommunication equipment installer,Crossing guard,0.41583686867576697,0.7421875,0.66455078125,5.9,55.8
Barber,Social and human service assistant,0.4158130554883902,0.78173828125,0.62158203125,28.4,75.3
First-line supervisor of security workers,Baker,0.415807560137457,0.73046875,0.67724609375,22.5,65.5
Construction equipment operator,Pharmacist,0.4158038965701683,0.6962890625,0.71435546875,1.0,57.8
Shuttle driver,Sewing machine operator,0.41576542911363656,0.72998046875,0.677734375,10.7,70.7
Logging worker,Media collections specialist,0.4157416159262597,0.76953125,0.634765625,1.7,82.5
Cook,Veterinarian,0.415737952358971,0.7353515625,0.671875,39.8,69.1
Bench carpenter,Payroll and timekeeping clerk,0.41573062522439347,0.7978515625,0.60400390625,5.5,88.2
Bench carpenter,Media collections specialist,0.41566101744590744,0.802734375,0.5986328125,5.5,82.5
Painter,Childcare worker,0.4155950732347101,0.7109375,0.6982421875,10.4,93.8
Miscellaneous agricultural worker,Physical therapist,0.41558041896555514,0.705078125,0.70458984375,28.7,67.5
Coach,Medical and health services manager,0.4155639329127558,0.68212890625,0.7294921875,40.9,71.8
Lawyer,Clinical laboratory technician,0.4155218018889353,0.681640625,0.72998046875,39.5,76.3
Paramedic,Exercise trainer,0.41549432513426976,0.68701171875,0.72412109375,29.5,56.7
Insulation worker,Social and human service assistant,0.4154613530286711,0.77197265625,0.6318359375,5.0,75.3
Dishwasher,First-line supervisor of office and administrative support workers,0.4153935770338294,0.7939453125,0.60791015625,23.1,65.8
Private detective,Laundry worker,0.4153862498992519,0.7255859375,0.68212890625,43.0,74.5
Messenger,Occupational therapist,0.41537525919738566,0.75390625,0.6513671875,27.8,88.6
Actor,Cashier,0.415356941360942,0.7138671875,0.69482421875,47.0,69.8
Bench carpenter,Medical records specialist,0.41534595065907576,0.7421875,0.6640625,5.5,88.9
Dentist,Postal service clerk,0.4153019878516109,0.724609375,0.68310546875,39.5,54.1
Electrical power-line installer,Travel agent,0.4152470343422798,0.7353515625,0.67138671875,2.3,79.7
Aircraft pilot,Recreation worker,0.41522871650583604,0.6953125,0.71484375,8.3,58.9
Supervisor of transportation and material moving workers,Flight attendant,0.4151774265637937,0.740234375,0.666015625,25.5,78.0
Roofer,Cashier,0.4151481180254838,0.728515625,0.6787109375,4.4,69.8
Insulation worker,Translator,0.4151224730544626,0.7509765625,0.654296875,5.0,74.4
Police officer,Media collections specialist,0.4150803420306421,0.75048828125,0.65478515625,14.4,82.5
Tour guide,Occupational therapist,0.4150070706848673,0.72119140625,0.6865234375,48.2,88.6
Firefighter,Veterinarian,0.4150052389012229,0.7041015625,0.705078125,3.9,69.1
Tree trimmers and pruner,School psychologist,0.41499791176664547,0.7666015625,0.63720703125,3.0,87.9
Messenger,Psychiatric technician,0.41493929469002555,0.7431640625,0.66259765625,27.8,69.5
Logging worker,Medical scientist,0.4149246404208706,0.7373046875,0.6689453125,1.7,51.8
Paramedic,Speech-language pathologist,0.41492280863722625,0.72021484375,0.6875,29.5,94.3
Tree trimmers and pruner,Licensed practical nurse,0.41488434118069445,0.75390625,0.65087890625,3.0,88.7
Electrical power-line installer,Clinical laboratory technician,0.41487335047882823,0.6513671875,0.76220703125,2.3,76.3
First-line supervisor of production and operating workers,Teller,0.414862359776962,0.810546875,0.58935546875,23.5,78.9
Heavy vehicle mechanic,Tax preparer,0.4148183969694972,0.79296875,0.6083984375,2.3,66.3
Paramedic,Animal trainer,0.4148092380512753,0.70751953125,0.701171875,29.5,69.1
Logging worker,Medical and health services manager,0.41478542486389847,0.7470703125,0.658203125,1.7,71.8
Postal service mail carrier,Loan interviewer,0.41476893881109916,0.72412109375,0.68310546875,34.7,76.9
Chef,Sewing machine operator,0.41475611632558856,0.7353515625,0.6708984375,23.3,70.7
Civil engineer,Clinical laboratory technician,0.4147341349218561,0.6611328125,0.75146484375,16.9,76.3
Industrial production manager,Crossing guard,0.4146846767634581,0.72314453125,0.68408203125,19.1,55.8
Insulation worker,Insurance claims and policy processing clerk,0.414679181412525,0.802734375,0.59765625,5.0,80.1
Parking attendant,Surgical technologist,0.41467551784523626,0.7685546875,0.634765625,13.5,76.9
Construction and building inspector,Animal caretaker,0.41464987287421506,0.66015625,0.75244140625,10.5,76.0
Heavy vehicle mechanic,Special education teacher,0.4144795169952887,0.77197265625,0.630859375,2.3,86.6
Shuttle driver,Nutritionist,0.41447402164435554,0.720703125,0.6865234375,10.7,86.3
Emergency medical technician,Fundraiser,0.4144703580770668,0.6865234375,0.7236328125,39.4,74.9
Cafeteria attendant,Crossing guard,0.4144703580770668,0.6865234375,0.7236328125,43.3,55.8
Machinist,Respiratory therapist,0.41444654488969,0.72607421875,0.6806640625,6.3,62.4
Miscellaneous agricultural worker,Veterinarian,0.41443005883689066,0.703125,0.70556640625,28.7,69.1
Network and computer systems administrator,Floral designer,0.41440441386586946,0.7255859375,0.68115234375,16.7,89.1
Refractory machinery mechanic,Physical therapist,0.41440258208222513,0.70849609375,0.69970703125,3.9,67.5
Logistician,Animal caretaker,0.4144007502985807,0.69140625,0.71826171875,38.7,76.0
First-line supervisor of security workers,Nutritionist,0.41438975959671454,0.7197265625,0.6875,22.5,86.3
Barber,Executive secretary,0.41432564716916154,0.77587890625,0.62646484375,28.4,90.0
Paramedic,Substance abuse and behavioral disorder counselor,0.4142523758233867,0.74658203125,0.658203125,29.5,78.1
Transportation ticket agent,Exercise trainer,0.41420474944863317,0.69482421875,0.71435546875,45.9,56.7
Transportation ticket agent,Respiratory therapist,0.4141516277229464,0.72265625,0.68408203125,45.9,62.4
Insulation worker,Tutor,0.41414430058836893,0.78515625,0.6162109375,5.0,70.4
Network and computer systems administrator,Animal caretaker,0.41406370210801663,0.6875,0.72216796875,16.7,76.0
Firefighter,Veterinary assistant,0.4140527114061504,0.7158203125,0.69140625,3.9,79.6
Network and computer systems administrator,Food batchmaker,0.4140398889206398,0.72705078125,0.67919921875,16.7,55.7
Truck mechanic,Childcare administrator,0.41399775789681925,0.7265625,0.6796875,1.6,68.6
Refuse and recyclable material collector,Waiter,0.4139464679547769,0.771484375,0.630859375,12.8,68.8
Facilities manager,Veterinarian,0.41391349584917825,0.7255859375,0.6806640625,23.4,69.1
Police officer,Animal caretaker,0.41390800049824517,0.67431640625,0.736328125,14.4,76.0
Shuttle driver,Nursing assistant,0.4138988415800233,0.7197265625,0.68701171875,10.7,90.1
Chemists and materials scientist,Probation officer,0.41388418731086835,0.7138671875,0.693359375,36.0,57.4
Chemists and materials scientist,Exercise trainer,0.41384388807069217,0.73046875,0.67529296875,36.0,56.7
Dentist,Media collections specialist,0.41383656093611476,0.79296875,0.607421875,39.5,82.5
Lawyer,Crossing guard,0.4138255702342485,0.6904296875,0.71875,39.5,55.8
Heavy vehicle mechanic,Radiologic technician,0.41377428029220614,0.7353515625,0.669921875,2.3,70.3
Messenger,Massage therapist,0.4137156632155863,0.7119140625,0.6953125,27.8,83.7
Truck driver,Medical records specialist,0.4137119996482975,0.677734375,0.732421875,6.9,88.9
Truck mechanic,Bill and account collector,0.41358377479319164,0.7900390625,0.6103515625,1.6,71.2
First-line supervisor of police and detectives,Bill and account collector,0.4135801112259029,0.755859375,0.6474609375,10.5,71.2
Highway maintenance worker,Nutritionist,0.4135471391203042,0.7099609375,0.697265625,2.2,86.3
Barber,Loan interviewer,0.41353981198572676,0.7724609375,0.62939453125,28.4,76.9
Barber,Fundraiser,0.4135086716637725,0.74365234375,0.66064453125,28.4,74.9
Refractory machinery mechanic,Veterinary assistant,0.4134647088563076,0.72607421875,0.6796875,3.9,79.6
Building cleaner,Animal trainer,0.413451886370797,0.7373046875,0.66748046875,38.7,69.1
Mechanical engineer,Crossing guard,0.4134500545871526,0.72021484375,0.68603515625,10.1,55.8
Aircraft pilot,Manicurist,0.41343723210164196,0.7314453125,0.673828125,8.3,83.5
Construction equipment operator,Tutor,0.41338411037595524,0.75927734375,0.6435546875,1.0,70.4
Chiropractor,Clinical laboratory technician,0.41335297005400096,0.73046875,0.6748046875,41.1,76.3
Bench carpenter,Nursing assistant,0.4133419793521348,0.7587890625,0.64404296875,5.5,90.1
Shuttle driver,Editor,0.41325771730449373,0.7578125,0.64501953125,10.7,56.6
Refuse and recyclable material collector,Physician assistant,0.41325771730449373,0.7578125,0.64501953125,12.8,68.8
Refuse and recyclable material collector,Pharmacy technician,0.41324306303533875,0.751953125,0.6513671875,12.8,79.3
Shuttle driver,Media collections specialist,0.41323024054982815,0.76318359375,0.63916015625,10.7,82.5
Tour guide,Physical therapist assistant,0.41322474519889507,0.7119140625,0.69482421875,48.2,68.7
Dishwasher,Floral designer,0.41321741806431755,0.7744140625,0.626953125,23.1,89.1
Refractory machinery mechanic,Childcare administrator,0.41314048315125407,0.7109375,0.69580078125,3.9,68.6
Paramedic,Supervisor of personal care and service workers,0.41312766066574347,0.72216796875,0.68359375,29.5,65.8
Painter,Insurance claims and policy processing clerk,0.41312033353116595,0.78466796875,0.61572265625,10.4,80.1
Firefighter,Insurance claims and policy processing clerk,0.4131038474783666,0.76171875,0.640625,3.9,80.1
First-line supervisor of police and detectives,Media collections specialist,0.4130305761325918,0.732421875,0.67236328125,10.5,82.5
Postsecondary teacher,Veterinarian,0.41301592186343683,0.7265625,0.6787109375,46.6,69.1
Shuttle driver,Baker,0.41292982803215145,0.70849609375,0.6982421875,10.7,65.5
Truck driver,Massage therapist,0.41285655668637666,0.67919921875,0.72998046875,6.9,83.7
Printing press operator,Clinical laboratory technician,0.41285472490273223,0.662109375,0.74853515625,24.7,76.3
Barber,Insurance sales agent,0.4128254163644224,0.78125,0.619140625,28.4,54.9
Roofer,Postal service clerk,0.41280343496068994,0.70703125,0.69970703125,4.4,54.1
Construction laborer,Childcare worker,0.4127704628550913,0.6611328125,0.74951171875,4.5,93.8
Heavy vehicle mechanic,Pharmacy technician,0.4127667992878025,0.7578125,0.64453125,2.3,79.3
Logging worker,Data entry keyer,0.4127539768022919,0.76904296875,0.63232421875,1.7,72.7
Singer,Graphic designer,0.41270818221118266,0.734375,0.669921875,27.1,54.7
Pipelayer,Supervisor of personal care and service workers,0.4126880325910946,0.80810546875,0.58984375,1.4,65.8
Roofer,Dental hygienist,0.41265322870185156,0.7451171875,0.658203125,4.4,95.7
First-line supervisor of correctional officers,Payroll and timekeeping clerk,0.4126385744326966,0.7392578125,0.66455078125,35.9,88.2
Criminal investigator,Veterinarian,0.41251950849581254,0.67529296875,0.73388671875,26.3,69.1
Refuse and recyclable material collector,Veterinary technician,0.412512181361235,0.73779296875,0.666015625,12.8,89.9
Barber,Veterinary assistant,0.41248104103928074,0.708984375,0.697265625,28.4,79.6
Singer,Manicurist,0.4124022743425728,0.75927734375,0.642578125,27.1,83.5
Heavy vehicle mechanic,Lodging manager,0.4124004425589285,0.7421875,0.6611328125,2.3,61.6
First-line supervisor of construction trades and extraction workers,Veterinary assistant,0.4123564797514636,0.724609375,0.68017578125,5.1,79.6
Lawyer,Diagnostic medical sonographer,0.4123235076458649,0.6787109375,0.72998046875,39.5,76.1
Bench carpenter,Teaching assistant,0.4123180122949318,0.75830078125,0.6435546875,5.5,79.5
Private detective,Floral designer,0.41231251694399873,0.70703125,0.69921875,43.0,89.1
Boiler operator,Teller,0.4122648905692451,0.7861328125,0.61328125,7.1,78.9
Barber,Psychiatric technician,0.41221909597813583,0.75146484375,0.65087890625,28.4,69.5
Machinist,Childcare administrator,0.4121897874398259,0.73974609375,0.66357421875,6.3,68.6
Personal financial advisor,Respiratory therapist,0.4121842920888928,0.6884765625,0.71923828125,32.6,62.4
Lawyer,Speech-language pathologist,0.4121696378197378,0.6826171875,0.7255859375,39.5,94.3
Pipelayer,Executive secretary,0.4121403292814279,0.8017578125,0.59619140625,1.4,90.0
Sheet metal worker,Elementary and middle school teacher,0.4120835439884524,0.79541015625,0.60302734375,6.5,78.6
Bench carpenter,Billing and posting clerk,0.4120542354501425,0.78369140625,0.61572265625,5.5,91.4
Clergy,Artist,0.4120542354501425,0.65283203125,0.7578125,21.4,51.6
First-line supervisor of police and detectives,Teller,0.41198462767165644,0.78857421875,0.6103515625,10.5,78.9
Coach,Human resources worker,0.41192784237868096,0.6513671875,0.75927734375,40.9,76.5
Criminal investigator,Waiter,0.4118948702730823,0.736328125,0.6669921875,26.3,68.8
Precious stone worker,Entertainment and recreation manager,0.4118948702730823,0.736328125,0.6669921875,46.0,50.1
Crane and tower operator,Veterinary technician,0.411878384220283,0.71337890625,0.69189453125,2.9,89.9
Cook,Crossing guard,0.41186189816748364,0.6904296875,0.716796875,39.8,55.8
Barber,Exercise trainer,0.4118399167637512,0.7470703125,0.6552734375,28.4,56.7
Emergency medical technician,Cashier,0.4118380849801068,0.72998046875,0.673828125,39.4,69.8
Telecommunication line installer,Childcare worker,0.4118032810908638,0.6669921875,0.7421875,5.3,93.8
Tour guide,Phlebotomist,0.41178129968713134,0.7236328125,0.6806640625,48.2,90.3
Tree trimmers and pruner,Compliance officer,0.4117721407689095,0.76904296875,0.63134765625,3.0,51.8
Sheet metal worker,Manicurist,0.4117043647740678,0.791015625,0.607421875,6.5,83.5
Refractory machinery mechanic,Speech-language pathologist,0.41166956088482476,0.72802734375,0.67578125,3.9,94.3
Messenger,Media collections specialist,0.4116329252119374,0.77880859375,0.62060546875,27.8,82.5
Heavy vehicle mechanic,Postal service clerk,0.41161643915913804,0.755859375,0.6455078125,2.3,54.1
Personal financial advisor,Diagnostic medical sonographer,0.4115798034862506,0.67578125,0.732421875,32.6,76.1
Firefighter,Pharmacy technician,0.4115559902988738,0.71533203125,0.689453125,3.9,79.3
Refuse and recyclable material collector,Sewing machine operator,0.4115028685731871,0.7431640625,0.6591796875,12.8,70.7
First-line supervisor of firefighting and prevention workers,Dental assistant,0.41144425149656727,0.7197265625,0.6845703125,6.1,92.8
Coach,Social and human service assistant,0.4114277654437679,0.69677734375,0.70947265625,40.9,75.3
Correctional officer,Baker,0.4113618212325706,0.73583984375,0.6669921875,33.9,65.5
Bench carpenter,Personal care aide,0.4113508305307044,0.76416015625,0.63623046875,5.5,79.8
Aircraft pilot,Tutor,0.41133434447790507,0.7412109375,0.6611328125,8.3,70.4
Barber,Fast food and counter worker,0.4112812227522183,0.76904296875,0.630859375,28.4,66.3
Logging worker,Exercise trainer,0.4112775591849296,0.73486328125,0.66796875,1.7,56.7
Pipelayer,Ophthalmic medical technician,0.4112684002667077,0.7802734375,0.61865234375,1.4,73.7
Police officer,Physical therapist assistant,0.41125740956484147,0.677734375,0.72998046875,14.4,68.7
Computer network architect,Animal caretaker,0.41120245605551037,0.6884765625,0.71826171875,7.7,76.0
Clergy,Paralegal,0.41120245605551037,0.6884765625,0.71826171875,21.4,83.0
Shuttle driver,Data entry keyer,0.41119879248822166,0.78515625,0.61328125,10.7,72.7
Coach,Substance abuse and behavioral disorder counselor,0.41119146535364415,0.716796875,0.6875,40.9,78.1
First-line supervisor of correctional officers,Medical assistant,0.41116215681533425,0.705078125,0.7001953125,35.9,88.8
Telecommunication equipment installer,Flight attendant,0.41110720330600314,0.7158203125,0.6884765625,5.9,78.0
Emergency medical technician,Media collections specialist,0.41110537152235876,0.69873046875,0.70703125,39.4,82.5
First-line supervisor of correctional officers,Public relations manager,0.41106873584947135,0.74951171875,0.65185546875,35.9,66.4
Carpenter,Animal trainer,0.41102660482565084,0.7490234375,0.65234375,3.1,69.1
First-line supervisor of production and operating workers,Manicurist,0.4110156141237846,0.77734375,0.62158203125,23.5,83.5
First-line supervisor of firefighting and prevention workers,Veterinary assistant,0.4109936327200522,0.703125,0.7021484375,6.1,79.6
Computer programmer,Clinical laboratory technician,0.4109496699125873,0.685546875,0.72119140625,21.5,76.3
Postal service mail carrier,Ophthalmic medical technician,0.4109093706724112,0.7021484375,0.703125,34.7,73.7
Clergy,Insurance underwriter,0.41085075359579126,0.6787109375,0.728515625,21.4,56.9
Criminal investigator,Fast food and counter worker,0.4107994636537489,0.7236328125,0.6796875,26.3,66.3
Logging worker,Occupational therapist,0.4107591644135728,0.740234375,0.66162109375,1.7,88.6
Shuttle driver,Registered nurse,0.4107555008462841,0.7060546875,0.69873046875,10.7,87.4
Messenger,Insurance claims and policy processing clerk,0.4107335194425516,0.7626953125,0.63720703125,27.8,80.1
Bench carpenter,First-line supervisor of office and administrative support workers,0.4106785659332205,0.7734375,0.62548828125,5.5,65.8
Precious stone worker,Occupational therapist,0.41067123879864303,0.705078125,0.69970703125,46.0,88.6
Tour guide,Laundry worker,0.4106584163131324,0.71630859375,0.6875,48.2,74.5
Firefighter,Massage therapist,0.41064559382762184,0.7275390625,0.67529296875,3.9,83.7
Messenger,Veterinarian,0.4106419302603331,0.693359375,0.71240234375,27.8,69.1
Miscellaneous agricultural worker,Data entry keyer,0.4106107899383788,0.79541015625,0.6015625,28.7,72.7
Electrical and electronics engineer,Childcare worker,0.4106089581547344,0.6474609375,0.76220703125,11.6,93.8
Refuse and recyclable material collector,Ophthalmic medical technician,0.41057781783278013,0.74951171875,0.6513671875,12.8,73.7
Pipelayer,Dental hygienist,0.41056499534726953,0.7607421875,0.63916015625,1.4,95.7
Machinist,Public safety telecommunicator,0.41056499534726953,0.7607421875,0.63916015625,6.3,78.2
Aircraft pilot,Personal care aide,0.4105448457271815,0.70361328125,0.701171875,8.3,79.8
Precious stone worker,Psychiatric aide,0.4105320232416709,0.71484375,0.68896484375,46.0,53.5
Precious stone worker,Media collections specialist,0.41046791081411793,0.77099609375,0.6279296875,46.0,82.5
Painter,Speech-language pathologist,0.4104514247613186,0.748046875,0.65283203125,10.4,94.3
Tree trimmers and pruner,Legal secretary,0.41041295730478683,0.78173828125,0.6162109375,3.0,96.4
Postal service mail carrier,Massage therapist,0.41038914411741,0.6904296875,0.71533203125,34.7,83.7
First-line supervisor of security workers,Radiologic technician,0.4103634991463888,0.712890625,0.69091796875,22.5,70.3
Personal financial advisor,Filling machine operator,0.41035250844452265,0.7412109375,0.66015625,32.6,57.3
Firefighter,Animal trainer,0.4103213681225683,0.71240234375,0.69140625,3.9,69.1
Emergency medical technician,Animal trainer,0.4102920595842584,0.70068359375,0.7041015625,39.4,69.1
Firefighter,Tax preparer,0.410255423911371,0.75146484375,0.64892578125,3.9,66.3
First-line supervisor of police and detectives,Travel agent,0.41025176034408223,0.71728515625,0.68603515625,10.5,79.7
Refractory machinery mechanic,Special education teacher,0.4101436851090644,0.755859375,0.64404296875,3.9,86.6
Pipelayer,Data entry keyer,0.41012170370533196,0.8125,0.58251953125,1.4,72.7
Transportation ticket agent,Food batchmaker,0.4100997223015995,0.73828125,0.6630859375,45.9,55.7
Bench carpenter,Psychiatric technician,0.4100997223015995,0.73828125,0.6630859375,5.5,69.5
Truck driver,First-line supervisor of office and administrative support workers,0.41009605873431076,0.7041015625,0.7001953125,6.9,65.8
Printing press operator,Probation officer,0.40994035712453936,0.69091796875,0.71435546875,24.7,57.4
Precious stone worker,Phlebotomist,0.4099147121535181,0.71337890625,0.68994140625,46.0,90.3
Pipelayer,Payroll and timekeeping clerk,0.4099000578843632,0.83837890625,0.55419921875,1.4,88.2
Logging worker,Bill and account collector,0.4098652539951201,0.775390625,0.62255859375,1.7,71.2
Logging worker,Medical assistant,0.40986159042783143,0.7412109375,0.65966796875,1.7,88.8
Electrician,Speech-language pathologist,0.4098451043750321,0.71826171875,0.6845703125,2.9,94.3
Clergy,Public relations specialist,0.40982678653858834,0.67822265625,0.72802734375,21.4,76.2
Barber,Laundry worker,0.40979564621663406,0.7802734375,0.6171875,28.4,74.5
First-line supervisor of police and detectives,Preschool and kindergarten teacher,0.409775496596546,0.72314453125,0.67919921875,10.5,96.7
Gambling services worker,Respiratory therapist,0.4097553469764579,0.666015625,0.7412109375,40.2,62.4
Insulation worker,Mental health counselor,0.4097516834091692,0.7626953125,0.63623046875,5.0,74.6
Tree trimmers and pruner,Postal service clerk,0.4097480198418804,0.728515625,0.67333984375,3.0,54.1
Food service manager,Crossing guard,0.40973336557272544,0.72265625,0.6796875,46.7,55.8
Computer numerically controlled tool operator,Bartender,0.4096930663325493,0.7392578125,0.66162109375,7.8,50.8
Electrical power-line installer,Secondary school teacher,0.4096784120633944,0.7333984375,0.66796875,2.3,56.9
Purchasing manager,Veterinarian,0.40964910352508443,0.7216796875,0.6806640625,47.7,69.1
Landscaping and groundskeeping worker,Probation officer,0.40960514071761955,0.7041015625,0.69970703125,7.3,57.4
Building cleaner,Elementary and middle school teacher,0.4095978135830421,0.7666015625,0.6318359375,38.7,78.6
Construction and building inspector,Respiratory therapist,0.40959231823210895,0.71533203125,0.6875,10.5,62.4
Logging worker,Waiter,0.40957949574659835,0.7265625,0.67529296875,1.7,68.8
Transportation service attendant,Physical therapist,0.40945859802606993,0.6455078125,0.76318359375,23.4,67.5
Dishwasher,Flight attendant,0.40937067241114017,0.7412109375,0.6591796875,23.1,78.0
Pipelayer,Healthcare social worker,0.40930472819994285,0.7802734375,0.61669921875,1.4,77.9
Insulation worker,School psychologist,0.40927541966163294,0.7685546875,0.62939453125,5.0,87.9
First-line supervisor of security workers,Diagnostic medical sonographer,0.4090849141626184,0.6923828125,0.7119140625,22.5,76.1
Chef,Animal caretaker,0.40901530638413236,0.697265625,0.70654296875,23.3,76.0
Electrician,Flight attendant,0.4089163900673364,0.6904296875,0.7138671875,2.9,78.0
First-line supervisor of non-retail sales workers,Animal trainer,0.40881014661596293,0.74609375,0.6533203125,35.9,69.1
Refractory machinery mechanic,Floral designer,0.40881014661596293,0.74609375,0.6533203125,3.9,89.1
Correctional officer,Waiter,0.40870939851552257,0.72216796875,0.67919921875,33.9,68.8
First-line supervisor of correctional officers,Paralegal,0.4086855853281457,0.76171875,0.63623046875,35.9,83.0
Criminal investigator,Baker,0.408667267491702,0.7216796875,0.6796875,26.3,65.5
Tour guide,Veterinary technician,0.4086526132225471,0.7158203125,0.68603515625,48.2,89.9
Carpenter,Preschool and kindergarten teacher,0.4086416225206808,0.744140625,0.6552734375,3.1,96.7
Shuttle driver,Home health aide,0.40862330468423713,0.7041015625,0.69873046875,10.7,87.2
Insulation worker,Licensed practical nurse,0.40861780933330405,0.78369140625,0.6123046875,5.0,88.7
Chef,Data entry keyer,0.4082935836282505,0.7685546875,0.62841796875,23.3,72.7
First-line supervisor of police and detectives,Graphic designer,0.40823130298434196,0.7109375,0.69091796875,10.5,54.7
Cleaner of vehicle and equipment,Nutritionist,0.4081507045039896,0.744140625,0.65478515625,20.4,86.3
