job_male,job_female,similarity,job_male_ratio,job_female_ratio
Dentist,Legal secretary,0.70166015625,39.5,96.4
First-line supervisor of police and detectives,Interior designer,0.70166015625,10.5,85.3
First-line supervisor of police and detectives,Registered nurse,0.70166015625,10.5,87.4
Correctional officer,Fundraiser,0.70166015625,33.9,74.9
Security guard,Animal trainer,0.70166015625,24.9,69.1
Cook,Licensed practical nurse,0.70166015625,39.8,88.7
Building cleaner,Crossing guard,0.70166015625,38.7,55.8
Building cleaner,Baker,0.70166015625,38.7,65.5
Tour guide,Probation officer,0.70166015625,48.2,57.4
Tour guide,First-line supervisor of food preparation and serving workers,0.70166015625,48.2,53.5
First-line supervisor of retail sales workers,Personal care aide,0.70166015625,44.6,79.8
Transportation ticket agent,Ophthalmic medical technician,0.70166015625,45.9,73.7
Transportation ticket agent,Personal care aide,0.70166015625,45.9,79.8
Messenger,Recreation worker,0.70166015625,27.8,58.9
Messenger,Order clerk,0.70166015625,27.8,58.3
Construction laborer,Animal trainer,0.70166015625,4.5,69.1
Electrician,Respiratory therapist,0.70166015625,2.9,62.4
Insulation worker,Laundry worker,0.70166015625,5.0,74.5
Painter,Dental assistant,0.70166015625,10.4,92.8
Painter,Loan interviewer,0.70166015625,10.4,76.9
Truck mechanic,Personal care aide,0.70166015625,1.6,79.8
Truck mechanic,Loan interviewer,0.70166015625,1.6,76.9
Telecommunication line installer,Author,0.70166015625,5.3,53.8
First-line supervisor of production and operating workers,Dental hygienist,0.70166015625,23.5,95.7
Computer numerically controlled tool operator,Cashier,0.70166015625,7.8,69.8
Machinist,Postal service clerk,0.70166015625,6.3,54.1
Bench carpenter,Biological scientist,0.70166015625,5.5,55.0
Bench carpenter,Mental health counselor,0.70166015625,5.5,74.6
Painting worker,Psychiatric technician,0.70166015625,11.3,69.5
Supervisor of transportation and material moving workers,Crossing guard,0.70166015625,25.5,55.8
Aircraft pilot,Secondary school teacher,0.70166015625,8.3,56.9
Truck driver,Teaching assistant,0.70166015625,6.9,79.5
Truck driver,Physical therapist assistant,0.70166015625,6.9,68.7
Truck driver,Childcare worker,0.70166015625,6.9,93.8
Shuttle driver,Childcare worker,0.70166015625,10.7,93.8
Industrial truck and tractor operator,Pharmacist,0.70166015625,9.5,57.8
Industrial truck and tractor operator,Massage therapist,0.70166015625,9.5,83.7
Cleaner of vehicle and equipment,Insurance underwriter,0.70166015625,20.4,56.9
Cleaner of vehicle and equipment,Executive secretary,0.70166015625,20.4,90.0
Stocker,Dental assistant,0.70166015625,36.5,92.8
Chief executive,Veterinary technician,0.701171875,30.6,89.9
Personal financial advisor,Waiter,0.701171875,32.6,68.8
Computer programmer,Surgical technologist,0.701171875,21.5,76.9
Computer programmer,Bartender,0.701171875,21.5,50.8
Database administrator,Bartender,0.701171875,30.8,50.8
Aerospace engineer,Baker,0.701171875,15.2,65.5
Chemical engineer,Manicurist,0.701171875,21.6,83.5
Electrical and electronics engineer,Baker,0.701171875,11.6,65.5
Chemists and materials scientist,Veterinary assistant,0.701171875,36.0,79.6
Actor,Supervisor of personal care and service workers,0.701171875,47.0,65.8
Chiropractor,Loan interviewer,0.701171875,41.1,76.9
Paramedic,Animal trainer,0.701171875,29.5,69.1
First-line supervisor of correctional officers,Administrative services manager,0.701171875,35.9,74.0
First-line supervisor of firefighting and prevention workers,Secondary school teacher,0.701171875,6.1,56.9
Correctional officer,Author,0.701171875,33.9,53.8
Security guard,Editor,0.701171875,24.9,56.6
First-line supervisor of housekeeping and janitorial workers,Loan interviewer,0.701171875,44.1,76.9
Building cleaner,Paralegal,0.701171875,38.7,83.0
First-line supervisor of retail sales workers,Dental hygienist,0.701171875,44.6,95.7
Messenger,Insurance underwriter,0.701171875,27.8,56.9
Electrician,Preschool and kindergarten teacher,0.701171875,2.9,96.7
Sheet metal worker,Filling machine operator,0.701171875,6.5,57.3
Construction and building inspector,Crossing guard,0.701171875,10.5,55.8
Construction and building inspector,Laundry worker,0.701171875,10.5,74.5
Heavy vehicle mechanic,Medical appliance technician,0.701171875,2.3,58.9
Telecommunication line installer,Psychiatric aide,0.701171875,5.3,53.5
Computer numerically controlled tool operator,Mental health counselor,0.701171875,7.8,74.6
Painting worker,Public relations manager,0.701171875,11.3,66.4
Painting worker,Social and human service assistant,0.701171875,11.3,75.3
Supervisor of transportation and material moving workers,Radiologic technician,0.701171875,25.5,70.3
Aircraft pilot,Translator,0.701171875,8.3,74.4
Aircraft pilot,Personal care aide,0.701171875,8.3,79.8
Shuttle driver,Loan officer,0.701171875,10.7,51.6
Parking attendant,Registered nurse,0.701171875,13.5,87.4
Chief executive,Diagnostic medical sonographer,0.70068359375,30.6,76.1
Computer systems manager,Phlebotomist,0.70068359375,27.7,90.3
Industrial production manager,Editor,0.70068359375,19.1,56.6
Construction manager,Bill and account collector,0.70068359375,10.6,71.2
Personal financial advisor,Bartender,0.70068359375,32.6,50.8
Personal financial advisor,Fast food and counter worker,0.70068359375,32.6,66.3
Information security analyst,Food batchmaker,0.70068359375,19.3,55.7
Electrical and electronic engineering technician,Floral designer,0.70068359375,11.6,89.1
Chemists and materials scientist,Dental hygienist,0.70068359375,36.0,95.7
Chemists and materials scientist,First-line supervisor of food preparation and serving workers,0.70068359375,36.0,53.5
Actor,Physical therapist assistant,0.70068359375,47.0,68.7
Chiropractor,Veterinary assistant,0.70068359375,41.1,79.6
Surgeon,Order clerk,0.70068359375,20.0,58.3
Surgeon,Food batchmaker,0.70068359375,20.0,55.7
First-line supervisor of firefighting and prevention workers,Crossing guard,0.70068359375,6.1,55.8
Firefighter,Public relations manager,0.70068359375,3.9,66.4
Firefighter,Real estate broker,0.70068359375,3.9,57.0
Criminal investigator,Secondary school teacher,0.70068359375,26.3,56.9
Parts salesperson,Dental hygienist,0.70068359375,22.9,95.7
Parts salesperson,Home health aide,0.70068359375,22.9,87.2
First-line supervisor of construction trades and extraction workers,Biological scientist,0.70068359375,5.1,55.0
Construction equipment operator,Floral designer,0.70068359375,1.0,89.1
Electrical power-line installer,Exercise trainer,0.70068359375,2.3,56.7
Computer numerically controlled tool operator,Interior designer,0.70068359375,7.8,85.3
Computer numerically controlled tool operator,Pharmacist,0.70068359375,7.8,57.8
Computer numerically controlled tool operator,Physical therapist,0.70068359375,7.8,67.5
Computer numerically controlled tool operator,Childcare worker,0.70068359375,7.8,93.8
Machinist,Human resources manager,0.70068359375,6.3,76.5
Bench carpenter,Medical scientist,0.70068359375,5.5,51.8
Painting worker,Pharmacist,0.70068359375,11.3,57.8
Transportation service attendant,Elementary and middle school teacher,0.70068359375,23.4,78.6
Cleaner of vehicle and equipment,Veterinary technician,0.70068359375,20.4,89.9
Computer systems manager,Occupational therapist,0.7001953125,27.7,88.6
Architectural and engineering manager,Animal trainer,0.7001953125,12.8,69.1
Cost estimator,Sewing machine operator,0.7001953125,17.7,70.7
Management analyst,Manicurist,0.7001953125,46.6,83.5
Financial and investment analyst,Baker,0.7001953125,43.9,65.5
Software quality tester,Preschool and kindergarten teacher,0.7001953125,44.1,96.7
Software quality tester,Laundry worker,0.7001953125,44.1,74.5
Surveying and mapping technician,Veterinary assistant,0.7001953125,12.0,79.6
Surveying and mapping technician,Crossing guard,0.7001953125,12.0,55.8
Chemists and materials scientist,Entertainment and recreation manager,0.7001953125,36.0,50.1
Chemists and materials scientist,Lodging manager,0.7001953125,36.0,61.6
Actor,Fast food and counter worker,0.7001953125,47.0,66.3
Photographer,Probation officer,0.7001953125,48.5,57.4
Chiropractor,Miscellaneous health technician,0.7001953125,41.1,72.7
Dentist,Occupational therapist,0.7001953125,39.5,88.6
Surgeon,Public safety telecommunicator,0.7001953125,20.0,78.2
Paramedic,Order clerk,0.7001953125,29.5,58.3
First-line supervisor of correctional officers,Medical assistant,0.7001953125,35.9,88.8
First-line supervisor of police and detectives,Pharmacy technician,0.7001953125,10.5,79.3
First-line supervisor of firefighting and prevention workers,Tax preparer,0.7001953125,6.1,66.3
Firefighter,Medical assistant,0.7001953125,3.9,88.8
Private detective,Speech-language pathologist,0.7001953125,43.0,94.3
Security guard,Occupational therapist,0.7001953125,24.9,88.6
Chef,Loan officer,0.7001953125,23.3,51.6
Cafeteria attendant,Diagnostic medical sonographer,0.7001953125,43.3,76.1
Building cleaner,Sewing machine operator,0.7001953125,38.7,70.7
Retail salesperson,Animal trainer,0.7001953125,49.2,69.1
Transportation ticket agent,Licensed practical nurse,0.7001953125,45.9,88.7
Messenger,Dental hygienist,0.7001953125,27.8,95.7
Messenger,Nursing assistant,0.7001953125,27.8,90.1
Miscellaneous agricultural worker,Entertainment and recreation manager,0.7001953125,28.7,50.1
Logging worker,Insurance underwriter,0.7001953125,1.7,56.9
Logging worker,Customer service representative,0.7001953125,1.7,65.3
Construction equipment operator,Media collections specialist,0.7001953125,1.0,82.5
Painter,Veterinary technician,0.7001953125,10.4,89.9
Painter,Animal trainer,0.7001953125,10.4,69.1
Roofer,Crossing guard,0.7001953125,4.4,55.8
Automotive service mechanic,Bartender,0.7001953125,2.5,50.8
Machinist,Ophthalmic medical technician,0.7001953125,6.3,73.7
Machinist,Medical records specialist,0.7001953125,6.3,88.9
Machinist,Advertising sales agent,0.7001953125,6.3,52.7
Bench carpenter,Animal caretaker,0.7001953125,5.5,76.0
Painting worker,Medical scientist,0.7001953125,11.3,51.8
Truck driver,First-line supervisor of office and administrative support workers,0.7001953125,6.9,65.8
Shuttle driver,Healthcare social worker,0.7001953125,10.7,77.9
Parking attendant,Fundraiser,0.7001953125,13.5,74.9
Chief executive,Medical appliance technician,0.69970703125,30.6,58.9
Purchasing manager,Manicurist,0.69970703125,47.7,83.5
Construction manager,Baker,0.69970703125,10.6,65.5
Management analyst,Veterinarian,0.69970703125,46.6,69.1
Computer programmer,Floral designer,0.69970703125,21.5,89.1
Software quality tester,Animal trainer,0.69970703125,44.1,69.1
Software quality tester,Flight attendant,0.69970703125,44.1,78.0
Web developer,Waiter,0.69970703125,19.4,68.8
Web and digital interface designer,Baker,0.69970703125,42.7,65.5
Network and computer systems administrator,Occupational therapist,0.69970703125,16.7,88.6
Chemical technician,Tutor,0.69970703125,35.0,70.4
Coach,Floral designer,0.69970703125,40.9,89.1
Coach,Pharmacy technician,0.69970703125,40.9,79.3
Dentist,Miscellaneous health technician,0.69970703125,39.5,72.7
Dentist,Waiter,0.69970703125,39.5,68.8
First-line supervisor of correctional officers,Compliance officer,0.69970703125,35.9,51.8
First-line supervisor of firefighting and prevention workers,Filling machine operator,0.69970703125,6.1,57.3
First-line supervisor of security workers,Secondary school teacher,0.69970703125,22.5,56.9
First-line supervisor of security workers,Flight attendant,0.69970703125,22.5,78.0
Cook,Diagnostic medical sonographer,0.69970703125,39.8,76.1
First-line supervisor of housekeeping and janitorial workers,Veterinary assistant,0.69970703125,44.1,79.6
Landscaping and groundskeeping worker,Probation officer,0.69970703125,7.3,57.4
Tree trimmers and pruner,Social and community service manager,0.69970703125,3.0,71.7
Tour guide,Food preparation worker,0.69970703125,48.2,58.7
Transportation ticket agent,Phlebotomist,0.69970703125,45.9,90.3
Messenger,Real estate broker,0.69970703125,27.8,57.0
Postal service mail carrier,Operations research analyst,0.69970703125,34.7,55.0
Postal service mail carrier,Elementary and middle school teacher,0.69970703125,34.7,78.6
Logging worker,Translator,0.69970703125,1.7,74.4
Carpenter,Public relations specialist,0.69970703125,3.1,76.2
Painter,Editor,0.69970703125,10.4,56.6
Roofer,Operations research analyst,0.69970703125,4.4,55.0
Roofer,Postal service clerk,0.69970703125,4.4,54.1
Automotive service mechanic,Floral designer,0.69970703125,2.5,89.1
Heavy vehicle mechanic,Miscellaneous health technician,0.69970703125,2.3,72.7
Refractory machinery mechanic,Physical therapist,0.69970703125,3.9,67.5
Computer numerically controlled tool operator,Occupational therapist,0.69970703125,7.8,88.6
Machinist,Public relations manager,0.69970703125,6.3,66.4
Machinist,Order clerk,0.69970703125,6.3,58.3
Wastewater treatment system operator,Paralegal,0.69970703125,7.3,83.0
Precious stone worker,Occupational therapist,0.69970703125,46.0,88.6
Supervisor of transportation and material moving workers,Occupational therapist,0.69970703125,25.5,88.6
Crane and tower operator,Physical therapist assistant,0.69970703125,2.9,68.7
Cleaner of vehicle and equipment,Lodging manager,0.69970703125,20.4,61.6
Cleaner of vehicle and equipment,Operations research analyst,0.69970703125,20.4,55.0
Industrial production manager,Animal trainer,0.69921875,19.1,69.1
Property assessor,Dental hygienist,0.69921875,34.2,95.7
Computer programmer,Licensed practical nurse,0.69921875,21.5,88.7
Software developer,Veterinarian,0.69921875,20.2,69.1
Web and digital interface designer,Flight attendant,0.69921875,42.7,78.0
Computer network architect,Nutritionist,0.69921875,7.7,86.3
Chemical engineer,Animal trainer,0.69921875,21.6,69.1
Computer hardware engineer,Food batchmaker,0.69921875,5.9,55.7
Mechanical engineer,Media collections specialist,0.69921875,10.1,82.5
Mechanical engineer,Personal care aide,0.69921875,10.1,79.8
Mechanical engineer,Manicurist,0.69921875,10.1,83.5
Coach,Medical records specialist,0.69921875,40.9,88.9
Photographer,Preschool and kindergarten teacher,0.69921875,48.5,96.7
Chiropractor,Ophthalmic medical technician,0.69921875,41.1,73.7
Paramedic,Laundry worker,0.69921875,29.5,74.5
First-line supervisor of correctional officers,Medical and health services manager,0.69921875,35.9,71.8
Private detective,Floral designer,0.69921875,43.0,89.1
First-line supervisor of housekeeping and janitorial workers,Paralegal,0.69921875,44.1,83.0
Building cleaner,Childcare worker,0.69921875,38.7,93.8
Building cleaner,Travel agent,0.69921875,38.7,79.7
Parts salesperson,Media collections specialist,0.69921875,22.9,82.5
Messenger,Crossing guard,0.69921875,27.8,55.8
Miscellaneous agricultural worker,Massage therapist,0.69921875,28.7,83.7
Carpenter,Paralegal,0.69921875,3.1,83.0
Construction laborer,Waiter,0.69921875,4.5,68.8
Construction equipment operator,Travel agent,0.69921875,1.0,79.7
Automotive service mechanic,Secondary school teacher,0.69921875,2.5,56.9
Truck mechanic,Travel agent,0.69921875,1.6,79.7
Refractory machinery mechanic,Nurse practitioner,0.69921875,3.9,89.8
Refractory machinery mechanic,Medical secretary,0.69921875,3.9,92.8
Machinist,Skincare specialist,0.69921875,6.3,99.0
Machinist,Baker,0.69921875,6.3,65.5
Machinist,Laundry worker,0.69921875,6.3,74.5
Boiler operator,Nurse practitioner,0.69921875,7.1,89.8
Wastewater treatment system operator,Preschool and kindergarten teacher,0.69921875,7.3,96.7
Precious stone worker,Recreation worker,0.69921875,46.0,58.9
Painting worker,Compliance officer,0.69921875,11.3,51.8
Painting worker,Insurance sales agent,0.69921875,11.3,54.9
Supervisor of transportation and material moving workers,Media collections specialist,0.69921875,25.5,82.5
Truck driver,School psychologist,0.69921875,6.9,87.9
Parking attendant,Home health aide,0.69921875,13.5,87.2
Stocker,Speech-language pathologist,0.69921875,36.5,94.3
Architectural and engineering manager,Laundry worker,0.69873046875,12.8,74.5
Information security analyst,Data entry keyer,0.69873046875,19.3,72.7
Network and computer systems administrator,Pharmacist,0.69873046875,16.7,57.8
Surveying and mapping technician,Preschool and kindergarten teacher,0.69873046875,12.0,96.7
Occupational health and safety specialist,Food batchmaker,0.69873046875,17.9,55.7
Clergy,Skincare specialist,0.69873046875,21.4,99.0
Director,Food preparation worker,0.69873046875,43.6,58.7
Director,Childcare worker,0.69873046875,43.6,93.8
Paramedic,Lodging manager,0.69873046875,29.5,61.6
First-line supervisor of correctional officers,Medical appliance technician,0.69873046875,35.9,58.9
First-line supervisor of firefighting and prevention workers,Payroll and timekeeping clerk,0.69873046875,6.1,88.2
Firefighter,Nurse practitioner,0.69873046875,3.9,89.8
Firefighter,Customer service representative,0.69873046875,3.9,65.3
Police officer,Surgical technologist,0.69873046875,14.4,76.9
Police officer,Food batchmaker,0.69873046875,14.4,55.7
Chef,Social and human service assistant,0.69873046875,23.3,75.3
Chef,Executive secretary,0.69873046875,23.3,90.0
Cook,Supervisor of personal care and service workers,0.69873046875,39.8,65.8
First-line supervisor of housekeeping and janitorial workers,Biological scientist,0.69873046875,44.1,55.0
Pest control worker,Radiologic technician,0.69873046875,5.1,70.3
Counter and rental clerk,Baker,0.69873046875,38.7,65.5
Miscellaneous agricultural worker,Medical and health services manager,0.69873046875,28.7,71.8
Miscellaneous agricultural worker,Pharmacist,0.69873046875,28.7,57.8
Miscellaneous agricultural worker,Pharmacy technician,0.69873046875,28.7,79.3
First-line supervisor of construction trades and extraction workers,Pharmacist,0.69873046875,5.1,57.8
First-line supervisor of construction trades and extraction workers,Crossing guard,0.69873046875,5.1,55.8
Construction laborer,Personal care aide,0.69873046875,4.5,79.8
Construction equipment operator,Veterinary assistant,0.69873046875,1.0,79.6
Roofer,Medical records specialist,0.69873046875,4.4,88.9
Truck mechanic,Probation officer,0.69873046875,1.6,57.4
Boiler operator,Pharmacist,0.69873046875,7.1,57.8
Boiler operator,Surgical technologist,0.69873046875,7.1,76.9
Aircraft pilot,Veterinary assistant,0.69873046875,8.3,79.6
Truck driver,Preschool and kindergarten teacher,0.69873046875,6.9,96.7
Shuttle driver,Training and development specialist,0.69873046875,10.7,56.7
Shuttle driver,Registered nurse,0.69873046875,10.7,87.4
Shuttle driver,Home health aide,0.69873046875,10.7,87.2
Shuttle driver,Fast food and counter worker,0.69873046875,10.7,66.3
Shuttle driver,Exercise trainer,0.69873046875,10.7,56.7
Parking attendant,Skincare specialist,0.69873046875,13.5,99.0
Crane and tower operator,Medical records specialist,0.69873046875,2.9,88.9
Cleaner of vehicle and equipment,Medical records specialist,0.69873046875,20.4,88.9
Refuse and recyclable material collector,Social and community service manager,0.69873046875,12.8,71.7
Training and development manager,Laundry worker,0.6982421875,48.0,74.5
Property assessor,Veterinary assistant,0.6982421875,34.2,79.6
Personal financial advisor,Cashier,0.6982421875,32.6,69.8
Occupational health and safety specialist,Elementary and middle school teacher,0.6982421875,17.9,78.6
Coach,Legal secretary,0.6982421875,40.9,96.4
Photographer,Radiologic technician,0.6982421875,48.5,70.3
Paramedic,Teaching assistant,0.6982421875,29.5,79.5
Paramedic,Food preparation worker,0.6982421875,29.5,58.7
First-line supervisor of police and detectives,Childcare administrator,0.6982421875,10.5,68.6
First-line supervisor of police and detectives,Tax preparer,0.6982421875,10.5,66.3
Criminal investigator,Elementary and middle school teacher,0.6982421875,26.3,78.6
Criminal investigator,Floral designer,0.6982421875,26.3,89.1
Criminal investigator,Respiratory therapist,0.6982421875,26.3,62.4
Chef,Miscellaneous health technician,0.6982421875,23.3,72.7
Cook,Billing and posting clerk,0.6982421875,39.8,91.4
Building cleaner,Medical appliance technician,0.6982421875,38.7,58.9
Tour guide,Operations research analyst,0.6982421875,48.2,55.0
Parts salesperson,Artist,0.6982421875,22.9,51.6
Parts salesperson,Psychiatric aide,0.6982421875,22.9,53.5
Messenger,Animal caretaker,0.6982421875,27.8,76.0
Miscellaneous agricultural worker,Childcare administrator,0.6982421875,28.7,68.6
Logging worker,Artist,0.6982421875,1.7,51.6
Carpenter,Animal caretaker,0.6982421875,3.1,76.0
Carpenter,File Clerk,0.6982421875,3.1,76.0
Painter,Childcare worker,0.6982421875,10.4,93.8
Roofer,Special education teacher,0.6982421875,4.4,86.6
Construction and building inspector,Author,0.6982421875,10.5,53.8
Highway maintenance worker,Animal trainer,0.6982421875,2.2,69.1
Truck mechanic,Dental hygienist,0.6982421875,1.6,95.7
Refractory machinery mechanic,Insurance claims and policy processing clerk,0.6982421875,3.9,80.1
Electrical power-line installer,Psychiatric aide,0.6982421875,2.3,53.5
Machinist,Executive secretary,0.6982421875,6.3,90.0
Boiler operator,Teaching assistant,0.6982421875,7.1,79.5
Boiler operator,Translator,0.6982421875,7.1,74.4
Boiler operator,Ophthalmic medical technician,0.6982421875,7.1,73.7
Wastewater treatment system operator,Dental hygienist,0.6982421875,7.3,95.7
Supervisor of transportation and material moving workers,Biological scientist,0.6982421875,25.5,55.0
Shuttle driver,Baker,0.6982421875,10.7,65.5
Crane and tower operator,Psychiatric technician,0.6982421875,2.9,69.5
Crane and tower operator,First-line supervisor of food preparation and serving workers,0.6982421875,2.9,53.5
Cleaner of vehicle and equipment,Public safety telecommunicator,0.6982421875,20.4,78.2
Stocker,Insurance claims and policy processing clerk,0.6982421875,36.5,80.1
Software quality tester,Bartender,0.69775390625,44.1,50.8
Web developer,Personal care aide,0.69775390625,19.4,79.8
Database administrator,Waiter,0.69775390625,30.8,68.8
Surveying and mapping technician,Nutritionist,0.69775390625,12.0,86.3
Chemists and materials scientist,Billing and posting clerk,0.69775390625,36.0,91.4
Clergy,Administrative services manager,0.69775390625,21.4,74.0
Clergy,Operations research analyst,0.69775390625,21.4,55.0
Clergy,Medical secretary,0.69775390625,21.4,92.8
Lawyer,Laundry worker,0.69775390625,39.5,74.5
Actor,Manicurist,0.69775390625,47.0,83.5
Photographer,Medical appliance technician,0.69775390625,48.5,58.9
Chiropractor,Animal caretaker,0.69775390625,41.1,76.0
Paramedic,Loan interviewer,0.69775390625,29.5,76.9
First-line supervisor of firefighting and prevention workers,Laundry worker,0.69775390625,6.1,74.5
First-line supervisor of security workers,Media collections specialist,0.69775390625,22.5,82.5
Correctional officer,Elementary and middle school teacher,0.69775390625,33.9,78.6
Criminal investigator,Exercise trainer,0.69775390625,26.3,56.7
Police officer,Editor,0.69775390625,14.4,56.6
Police officer,Speech-language pathologist,0.69775390625,14.4,94.3
Private detective,Substance abuse and behavioral disorder counselor,0.69775390625,43.0,78.1
Private detective,Home health aide,0.69775390625,43.0,87.2
Private detective,Recreation worker,0.69775390625,43.0,58.9
Building cleaner,Psychiatric technician,0.69775390625,38.7,69.5
Pest control worker,Insurance claims and policy processing clerk,0.69775390625,5.1,80.1
Tour guide,Healthcare social worker,0.69775390625,48.2,77.9
Tour guide,Legal secretary,0.69775390625,48.2,96.4
First-line supervisor of non-retail sales workers,Crossing guard,0.69775390625,35.9,55.8
Parts salesperson,First-line supervisor of food preparation and serving workers,0.69775390625,22.9,53.5
Messenger,Loan interviewer,0.69775390625,27.8,76.9
Messenger,Public safety telecommunicator,0.69775390625,27.8,78.2
Miscellaneous agricultural worker,Filling machine operator,0.69775390625,28.7,57.3
Logging worker,Lodging manager,0.69775390625,1.7,61.6
First-line supervisor of construction trades and extraction workers,Phlebotomist,0.69775390625,5.1,90.3
Carpenter,Physical therapist,0.69775390625,3.1,67.5
Construction laborer,Veterinary assistant,0.69775390625,4.5,79.6
Painter,Healthcare social worker,0.69775390625,10.4,77.9
Painter,Psychiatric technician,0.69775390625,10.4,69.5
Pipelayer,Artist,0.69775390625,1.4,51.6
Telecommunication line installer,Legal secretary,0.69775390625,5.3,96.4
First-line supervisor of production and operating workers,Fundraiser,0.69775390625,23.5,74.9
Computer numerically controlled tool operator,Nurse practitioner,0.69775390625,7.8,89.8
Computer numerically controlled tool operator,Housekeeping cleaner,0.69775390625,7.8,88.4
Wastewater treatment system operator,Exercise trainer,0.69775390625,7.3,56.7
Precious stone worker,Social and community service manager,0.69775390625,46.0,71.7
Precious stone worker,Author,0.69775390625,46.0,53.8
Aircraft pilot,Laundry worker,0.69775390625,8.3,74.5
Shuttle driver,Skincare specialist,0.69775390625,10.7,99.0
Shuttle driver,Public safety telecommunicator,0.69775390625,10.7,78.2
Parking attendant,Nutritionist,0.69775390625,13.5,86.3
Cleaner of vehicle and equipment,Medical appliance technician,0.69775390625,20.4,58.9
Chief executive,Cashier,0.697265625,30.6,69.8
Chief executive,Sewing machine operator,0.697265625,30.6,70.7
Computer systems manager,Bill and account collector,0.697265625,27.7,71.2
Logistician,Filling machine operator,0.697265625,38.7,57.3
Computer network architect,Travel agent,0.697265625,7.7,79.7
Civil engineer,Substance abuse and behavioral disorder counselor,0.697265625,16.9,78.1
Civil engineer,Cashier,0.697265625,16.9,69.8
Chemists and materials scientist,Travel agent,0.697265625,36.0,79.7
Chemists and materials scientist,First-line supervisor of office and administrative support workers,0.697265625,36.0,65.8
Director,Pharmacy technician,0.697265625,43.6,79.3
Photographer,Media collections specialist,0.697265625,48.5,82.5
Chiropractor,Radiologic technician,0.697265625,41.1,70.3
Dentist,Human resources worker,0.697265625,39.5,76.5
Surgeon,Laundry worker,0.697265625,20.0,74.5
Private detective,Radiologic technician,0.697265625,43.0,70.3
Private detective,Supervisor of personal care and service workers,0.697265625,43.0,65.8
Chef,Mental health counselor,0.697265625,23.3,74.6
Chef,Nurse practitioner,0.697265625,23.3,89.8
Cook,Childcare administrator,0.697265625,39.8,68.6
Building cleaner,Floral designer,0.697265625,38.7,89.1
Pest control worker,Bill and account collector,0.697265625,5.1,71.2
Tree trimmers and pruner,Financial manager,0.697265625,3.0,56.2
Tree trimmers and pruner,Social and human service assistant,0.697265625,3.0,75.3
Gambling services worker,Translator,0.697265625,40.2,74.4
Gambling services worker,Bill and account collector,0.697265625,40.2,71.2
Barber,Veterinary assistant,0.697265625,28.4,79.6
Messenger,Psychiatric aide,0.697265625,27.8,53.5
Miscellaneous agricultural worker,Animal trainer,0.697265625,28.7,69.1
Carpenter,Social and community service manager,0.697265625,3.1,71.7
Painter,Registered nurse,0.697265625,10.4,87.4
Construction and building inspector,Exercise trainer,0.697265625,10.5,56.7
Highway maintenance worker,Nutritionist,0.697265625,2.2,86.3
Truck mechanic,Surgical technologist,0.697265625,1.6,76.9
Truck mechanic,First-line supervisor of food preparation and serving workers,0.697265625,1.6,53.5
Computer numerically controlled tool operator,Teaching assistant,0.697265625,7.8,79.5
Bench carpenter,Graphic designer,0.697265625,5.5,54.7
Boiler operator,Mental health counselor,0.697265625,7.1,74.6
Painting worker,Veterinary assistant,0.697265625,11.3,79.6
Truck driver,Floral designer,0.697265625,6.9,89.1
Shuttle driver,Physician assistant,0.697265625,10.7,68.8
Shuttle driver,Nurse practitioner,0.697265625,10.7,89.8
Parking attendant,Veterinary technician,0.697265625,13.5,89.9
Industrial truck and tractor operator,Author,0.697265625,9.5,53.8
Industrial truck and tractor operator,Dental assistant,0.697265625,9.5,92.8
Architectural and engineering manager,Cashier,0.69677734375,12.8,69.8
Food service manager,Personal care aide,0.69677734375,46.7,79.8
Logistician,Waiter,0.69677734375,38.7,68.8
Property assessor,Translator,0.69677734375,34.2,74.4
Financial and investment analyst,Laundry worker,0.69677734375,43.9,74.5
Personal financial advisor,Surgical technologist,0.69677734375,32.6,76.9
Chemists and materials scientist,Childcare worker,0.69677734375,36.0,93.8
Occupational health and safety specialist,Cashier,0.69677734375,17.9,69.8
Postsecondary teacher,Food batchmaker,0.69677734375,46.6,55.7
Actor,Pharmacy technician,0.69677734375,47.0,79.3
Chiropractor,Human resources manager,0.69677734375,41.1,76.5
First-line supervisor of police and detectives,Occupational therapist,0.69677734375,10.5,88.6
First-line supervisor of firefighting and prevention workers,Diagnostic medical sonographer,0.69677734375,6.1,76.1
Firefighter,Occupational therapist,0.69677734375,3.9,88.6
Firefighter,Medical records specialist,0.69677734375,3.9,88.9
Private detective,Clinical laboratory technician,0.69677734375,43.0,76.3
Security guard,Veterinarian,0.69677734375,24.9,69.1
Security guard,Phlebotomist,0.69677734375,24.9,90.3
Security guard,Insurance claims and policy processing clerk,0.69677734375,24.9,80.1
Chef,Medical appliance technician,0.69677734375,23.3,58.9
Dishwasher,Biological scientist,0.69677734375,23.1,55.0
Dishwasher,First-line supervisor of food preparation and serving workers,0.69677734375,23.1,53.5
Tour guide,Childcare administrator,0.69677734375,48.2,68.6
Postal service mail carrier,Childcare administrator,0.69677734375,34.7,68.6
Postal service mail carrier,Exercise trainer,0.69677734375,34.7,56.7
First-line supervisor of construction trades and extraction workers,Fundraiser,0.69677734375,5.1,74.9
First-line supervisor of construction trades and extraction workers,Dental assistant,0.69677734375,5.1,92.8
First-line supervisor of construction trades and extraction workers,Animal caretaker,0.69677734375,5.1,76.0
Carpenter,Real estate broker,0.69677734375,3.1,57.0
